Community Area Name,Community Area Number,Property Type,Property Name,Address,Zip Code,Phone Number,Management Company,Units,X Coordinate,Y Coordinate,Latitude,Longitude,Location,Historical Wards 2003-2015,Wards,Community Areas,Zip Codes,Census Tracts
Montclare,18,ARO,2815-19 N. Natoma,2815-19 N. Natoma Ave.,60634,708-867-3790,Zitella Development,2,,,,,,,,,,
West Ridge,2,ARO,Joy Plaza Residences,6411 N. Rockwell Ave.,60645,224-534-9361,Devon NJ LLC,3,1157863.15923004,1942516.73673856,41.9980221693,-87.6946311267,"{'latitude': '41.9980221693', 'longitude': '-87.6946311267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42,27,20,4450,41
Uptown,3,Senior,Ruth Shriman House,4040 N. Sheridan Road,60613,773-665-2210,Interfaith Housing Corp.,231,1168832.74962252,1927172.30289507,41.9556850173,-87.6547251281,"{'latitude': '41.9556850173', 'longitude': '-87.6547251281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,39,31,21186,577
Washington Park,40,Multifamily,St. Edmund's Oasis,6100-24 S. Prairie Ave.,60637,773-493-2411,St. Edmund's Redevelopment Corp.,27,1179047.07373454,1864591.09773502,41.7837305569,-87.6190897249,"{'latitude': '41.7837305569', 'longitude': '-87.6190897249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,7,22260,404
Grand Boulevard,38,Multifamily,Hearts United I-The Langston (scattered sites),722-46 E. Bowen Ave.,60653,773-924-2100,Bonheur Realty Services Corp.,116,1181829.59842738,1877677.35986092,41.8195764741,-87.6084834879,"{'latitude': '41.8195764741', 'longitude': '-87.6084834879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,10,4,4301,583
South Chicago,46,Senior,Victory Center of South Chicago,9200 S. Burley Ave.,60617,773-449-2600,Pathway Senior Living,23,1199232.90117817,1844538.09982248,41.7282198588,-87.5457557823,"{'latitude': '41.7282198588', 'longitude': '-87.5457557823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,47,42,21202,510
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3114 W. Franklin Blvd.,60624,773-227-6332,Bickerdike Apts.,6,1155445.17633885,1903206.49998919,41.8902013035,-87.7045868112,"{'latitude': '41.8902013035', 'longitude': '-87.7045868112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,46,24,21184,177
Near North Side,8,ARO,Xavier Chicago,625 W. Division St.,60622,312-642-2279,Greystar Property Management,24,1171812.25045862,1908210.38765268,41.9035874398,-87.6443320836,"{'latitude': '41.9035874398', 'longitude': '-87.6443320836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,46,37,14926,108
Grand Boulevard,38,Multifamily,Legends South - Gwendolyn Place,4333 S. Michigan Ave.,60653,773-624-7676,Interstate Realty Management Co.,71,1177923.90364588,1876177.55266653,41.8155503961,-87.6228565224,"{'latitude': '41.8155503961', 'longitude': '-87.6228565224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,4,4301,393
Edgewater,77,Multifamily,Bell Shore Apts.,1062 W. Bryn Mawr Ave.,60660,773-334-5407,Holsten Management Corp.,105,1167941.81328281,1937401.25662814,41.9837729037,-87.6577038394,"{'latitude': '41.9837729037', 'longitude': '-87.6577038394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,16,76,4451,144
Near West Side,28,Senior,McCrory Senior Apts.,1637-59 W. Washington Blvd.,60612,312-243-3333,Leasing & Management Co. Inc.,62,,,,,,,,,,
North Lawndale,29,Senior,Roosevelt Towers,3440 W. Roosevelt Road,60624,773-265-6961,"East Lake Management Group, Inc.",104,1153440.12419366,1894532.77495948,41.8664397713,-87.7121808603,"{'latitude': '41.8664397713', 'longitude': '-87.7121808603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,14,30,21572,98
Lakeview,6,Supportive,Buffet Place,3208 N. Shefield Ave.,60657,312-572-5272,Thresholds,51,1169002.94329912,1921540.75961749,41.9402281368,-87.6542634882,"{'latitude': '41.9402281368', 'longitude': '-87.6542634882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,25,57,4449,710
Lower West Side,31,Multifamily,Casa San Luis,1646-50 S. Throop St.,60608,312-666-1323,The Resurrection Project,12,1167939.64144991,1891689.48027696,41.8583373045,-87.6590337725,"{'latitude': '41.8583373045', 'longitude': '-87.6590337725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,26,33,14920,365
Greater Grand Crossing,69,Artist Housing,Dorchester Art + Housing Collaborative,1450 E. 70th St.,60619,773-324-2270,Leasing & Management Co. Inc.,32,1187273.42007368,1858913.33794957,41.7679588345,-87.5891095264,"{'latitude': '41.7679588345', 'longitude': '-87.5891095264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,33,39,22260,416
South Shore,43,Senior,Senior Suites of Rainbow Beach,2804 E. 77th Place,60649,773-374-5333,Senior Lifestyle Corp.,87,1196631.91208052,1854159.4837005,41.7546866025,-87.5549647165,"{'latitude': '41.7546866025', 'longitude': '-87.5549647165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,37,39,22538,421
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3554 W. Ohio St.,60624,773-227-6332,Bickerdike Apts.,6,1152342.72760524,1903805.74547926,41.8919075104,-87.7159646599,"{'latitude': '41.8919075104', 'longitude': '-87.7159646599', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,46,24,21572,584
West Town,24,ARO,Centrum Wicker Park,1664 W. Division St.,60622,312-368-3000,Centrum Partners,6,1164833.06851895,1908092.56216954,41.9034150774,-87.6699714414,"{'latitude': '41.9034150774', 'longitude': '-87.6699714414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,41,25,21560,481
North Lawndale,29,Multifamily,Park Douglas,1224 S. Washtenaw Ave.,60608,773-893-4800,Interstate Realty Management Co.,31,1158521.5169877,1894293.84948975,41.8656817278,-87.6935330428,"{'latitude': '41.8656817278', 'longitude': '-87.6935330428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,23,30,14920,16
Near South Side,33,Senior,Hilliard Homes Phase I,30 W. Cermak Road,60616,312-326-1455,Holsten Real Estate Dev. Corp.,151,1176346.44120622,1889816.86140397,41.8530133902,-87.628232211,"{'latitude': '41.8530133902', 'longitude': '-87.628232211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,34,21194,330
West Town,24,Multifamily,North & Talman Phase III,2656 W. North Ave.,60647,773-602-2888,Hispanic Housing Dev. Corp.,18,1158163.07040363,1910570.521178,41.9103537221,-87.694404013,"{'latitude': '41.9103537221', 'longitude': '-87.694404013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,41,25,22535,299
Portage Park,15,ARO,4015 Narragansett LLC,4015-23 N. Narragansett Ave.,60634,708-867-3799,Zidan Management Group,2,1133012.82543309,1926100.10407244,41.9534456208,-87.7864337467,"{'latitude': '41.9534456208', 'longitude': '-87.7864337467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,19,15,22254,131
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,607 N. Sawyer Ave.,60624,773-227-6332,Bickerdike Apts.,6,1154639.54797132,1903911.99297257,41.8921534052,-87.7075265659,"{'latitude': '41.8921534052', 'longitude': '-87.7075265659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,46,24,21572,177
Oakland,36,Multifamily,Lakefront Phase II,1113 E. Bowen Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",6,1184313.13044188,1877335.2356509,41.8185798091,-87.5993837219,"{'latitude': '41.8185798091', 'longitude': '-87.5993837219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,10,2,4301,220
Near South Side,33,Senior,G&A Senior Residences at Eastgate Village,300 E. 26th Street,60616,773-381-7400,Eastgate Village Partners LP,127,1178501.16178602,1887204.43984735,41.8457959044,-87.6204033747,"{'latitude': '41.8457959044', 'longitude': '-87.6204033747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,10,34,21194,193
Ashburn,70,Senior,Wrightwood Senior Apts.,2815 W. 79th St.,60652,773-471-7777,Ludwig and Company,85,1158906.93376612,1852040.95426992,41.7497264566,-87.6932733372,"{'latitude': '41.7497264566', 'longitude': '-87.6932733372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,30,69,4300,243
North Lawndale,29,Multifamily,Park Douglas,1260 S. Fairfield Ave.,60608,773-893-4800,Interstate Realty Management Co.,1,1158196.48044518,1893944.25275005,41.8647290398,-87.6947358195,"{'latitude': '41.8647290398', 'longitude': '-87.6947358195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,23,30,14920,16
Near West Side,28,ARO,171 N. Aberdeen St.,171 N. Aberdeen St.,60607,773-675-0244,Medici Living,6,,,,,,,,,,
Grand Boulevard,38,Multifamily,Progressive Square,4752 S. Wabash Ave.,60614,773-975-7234,CMHDC/Progressive NFP/Kass Management,107,1177483.24635564,1873312.72207264,41.8076990345,-87.6245595889,"{'latitude': '41.8076990345', 'longitude': '-87.6245595889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,4,21192,448
Logan Square,22,Senior,Renaissance West,2517 W. Fullerton Ave.,60647,773-862-2500,Renaissance Realty Group Inc.,41,1159142.56328417,1915828.56073189,41.9247620985,-87.6906609777,"{'latitude': '41.9247620985', 'longitude': '-87.6906609777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,41,23,22535,323
Chicago Lawn,66,Senior,Churchview Manor Independent Living,2626 W. 63rd St.,60629,773-925-0730,Greater Southwest Dev. Corp.,60,1159807.02751173,1862817.68973373,41.7792809902,-87.6896794864,"{'latitude': '41.7792809902', 'longitude': '-87.6896794864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,2,64,21867,111
Woodlawn,42,Multifamily,Woodlawn Station,6253 S. Cottage Grove Ave.,60637,773-955-8668,Preservation Housing Management LLC,55,,,,,,,,,,
Lakeview,6,ARO,3220 Lincoln,3220 N. Lincoln Ave.,60657,312-214-3563,3220 Lincoln LLC,2,,,,,,,,,,
North Lawndale,29,Multifamily,Praise Apts.,1859 S. Pulaski Road,60623,773-762-3389,Lawndale Christian Residential Svcs.,11,1150056.06296146,1890463.50315966,41.8553397217,-87.7247100763,"{'latitude': '41.8553397217', 'longitude': '-87.7247100763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,14,30,21569,752
Near North Side,8,Multifamily,Parkside-I Rental,545 W. Division St.,60610,312-944-8500,Holsten Management Corp.,116,1172154.28894295,1908220.99754122,41.9036090085,-87.6430753954,"{'latitude': '41.9036090085', 'longitude': '-87.6430753954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,46,37,14926,148
Humboldt Park,23,Multifamily,Bloomingdale Apts.,1745 N. Keystone Ave.,60639,773-276-2965,Village Green Management Co.,48,1149146.63625855,1911465.93887072,41.9129903623,-87.7275039055,"{'latitude': '41.9129903623', 'longitude': '-87.7275039055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",27,49,24,22615,285
Uptown,3,Senior,Kenmore Senior Housing,5040 N. Kenmore Ave.,60640,773-769-3006,The Habitat Co.,98,1168292.83212033,1934023.28994326,41.9744960685,-87.6565110221,"{'latitude': '41.9744960685', 'longitude': '-87.6565110221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,16,31,22616,634
Humboldt Park,23,Multifamily,Rosa Parks Apts.,526 N. St. Louis Ave.,60624,773-227-6332,Bickerdike Apts.,12,1152910.9641335,1903460.21247466,41.8909480951,-87.7138869273,"{'latitude': '41.8909480951', 'longitude': '-87.7138869273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,46,24,21572,584
Washington Heights,73,Senior,Brainerd Senior Center,8915 S. Loomis St.,60620,773-429-1501,Realty & Mortgage Co.,60,1168602.53357585,1845525.79831643,41.7316445313,-87.6579318552,"{'latitude': '41.7316445313', 'longitude': '-87.6579318552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,13,72,21554,195
Lower West Side,31,Multifamily,Casa Chiapas,1712 W. 17th St.,60608,312-666-1323,The Resurrection Project,72,1165119.37257759,1891824.73932248,41.8587687803,-87.6693820787,"{'latitude': '41.8587687803', 'longitude': '-87.6693820787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,26,33,14920,343
Humboldt Park,23,Multifamily,Tierra Linda Apts.,1757 N. Drake Ave.,60647,773-276-5338,LUCHA,3,,,,,,,,,,
Douglas,35,Senior,Pioneer Gardens Supportive Living,3800 S. King Dr.,60653,773-420-4100,Pioneer Gardens Senior Housing,120,1179441.35819138,1879836.39865849,41.8255559976,-87.6171784181,"{'latitude': '41.8255559976', 'longitude': '-87.6171784181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,1,4301,222
Edgewater,77,Multifamily,Winthrop Apts.,6214 N. Winthrop Ave.,60660,773-477-7070,Hunter Properties,108,1167688.70860106,1941496.36814315,41.9950154576,-87.6585160357,"{'latitude': '41.9950154576', 'longitude': '-87.6585160357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,16,76,4451,45
Oakland,36,Multifamily,Lakefront Phase II,4130 S. Oakenwald Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",6,1184448.12897262,1877628.13862618,41.8193803898,-87.5988793227,"{'latitude': '41.8193803898', 'longitude': '-87.5988793227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,10,2,4301,220
Austin,25,Senior HUD 202,Enola A. Dew Senior Apts.,4623 W. Gladys Ave.,60644,773-287-2972,"Prairie Management & Development, Inc.",60,1145481.11141751,1897910.0621115,41.8758617765,-87.7413139552,"{'latitude': '41.8758617765', 'longitude': '-87.7413139552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,14,26,22216,69
North Lawndale,29,Multifamily,Park Douglas,1220 S. Talman Ave.,60608,773-893-4800,Interstate Realty Management Co.,10,1158851.58703145,1894355.40733023,41.865843892,-87.6923196475,"{'latitude': '41.865843892', 'longitude': '-87.6923196475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,23,30,14920,16
Irving Park,16,Senior,Senior Residence at Kedzie,4054 N. Kedzie Ave.,60618,773-381-7400,G&A Management,51,1154285.68709254,1927005.6427548,41.9555313337,-87.7082078565,"{'latitude': '41.9555313337', 'longitude': '-87.7082078565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,20,16,21538,23
Woodlawn,42,Multifamily,WECAN,6450 S. Stony Island Ave.,60637,773-288-3000,WECAN,117,1187957.59645308,1862318.63705917,41.7772869881,-87.5864933515,"{'latitude': '41.7772869881', 'longitude': '-87.5864933515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,33,9,22260,134
Grand Boulevard,38,Multifamily,Shops & Lofts at 47,747 E. 47th St.,60653,855-618-4959,The Community Builders Inc.,72,1182241.94581458,1873977.25668576,41.8094135532,-87.6070855618,"{'latitude': '41.8094135532', 'longitude': '-87.6070855618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,10,4,21192,165
South Lawndale,30,Multifamily,Resurrection Homes,2243 S. Central Park Ave.,60623,312-248-8355,The Resurrection Project,2,1152765.05949378,1888679.58859143,41.8503913261,-87.714813899,"{'latitude': '41.8503913261', 'longitude': '-87.714813899', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,28,32,21569,755
West Town,24,ARO,1938 W. North Ave.,1938 W. North Ave.,60622,312-423-5508,Dream Town Realty,2,,,,,,,,,,
North Lawndale,29,Multifamily,Renaissance Place Apts.,3128 W. Douglas Blvd.,60623,773-762-3389,Lawndale Christian Residential Svcs.,11,1155600.25970312,1893326.91992638,41.8630876114,-87.7042831894,"{'latitude': '41.8630876114', 'longitude': '-87.7042831894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,14,30,21569,132
Riverdale,54,Senior,Concordia Apts.,13037 S. Daniel Dr.,60627,773-995-5200,"DRE, Inc.",75,1180294.27389282,1818758.3719629,41.6579312533,-87.6159174009,"{'latitude': '41.6579312533', 'longitude': '-87.6159174009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,43,51,4460,9
Douglas,35,ARO,Unity Hall,3138-40 S. Indiana Ave.,60616,312-929-2608,TRB properties,2,1178081.30364492,1884060.02112515,41.8371769457,-87.6220397684,"{'latitude': '41.8371769457', 'longitude': '-87.6220397684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,1,21194,25
Edgewater,77,ARO,Glenlake LLC,1544 W. Glenlake Ave.,60660,773-404-9904,TMG Management,3,,,,,,,,,,
Lower West Side,31,Multifamily,Casa Guanajuato,1313 W. 19th St.,60608,312-666-1323,The Resurrection Project,6,1167849.04843383,1890829.4987634,41.8559793927,-87.6593910822,"{'latitude': '41.8559793927', 'longitude': '-87.6593910822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,26,33,14920,365
Logan Square,22,ARO,Noca Blu,2328-48 N. California Ave.,60647,707-483-8708,Pinnacle Living,14,1157275.91771058,1915411.86791901,41.9236568473,-87.6975312257,"{'latitude': '41.9236568473', 'longitude': '-87.6975312257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,41,23,22535,322
Logan Square,22,Multifamily,Tierra Linda Apts.,1834-36 N. Sawyer Ave.,60647,773-276-5338,LUCHA,6,,,,,,,,,,
South Shore,43,Senior,Rainbow's End,7538 S. Kingston Ave.,60649,773-768-5402,"Urban Property Advisors, LLC",84,1194467.27997328,1855300.56071102,41.7578712724,-87.5628598349,"{'latitude': '41.7578712724', 'longitude': '-87.5628598349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,37,39,22538,245
Austin,25,Multifamily,Rebecca Walker Complex,5565-71 W. Quincy Ave.,60644,773-261-1550,Affordable Property Management Specialist,12,1139234.67986753,1898405.58439766,41.8773374951,-87.7642368505,"{'latitude': '41.8773374951', 'longitude': '-87.7642368505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,7,26,22216,68
Washington Park,40,Multifamily,St. Edmund's Oasis,6143-51 S. Indiana Ave.,60637,773-493-2411,St. Edmund's Redevelopment Corp.,14,1178697.32194564,1864156.91005342,41.782547068,-87.6203852293,"{'latitude': '41.782547068', 'longitude': '-87.6203852293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,7,22260,404
Humboldt Park,23,Supportive/Veterans,Hope Manor Apts.,3053 W. Franklin Blvd.,60612,773-475-6703,Volunteers of America Illinois,50,1155690.80062211,1903132.15330145,41.8899923467,-87.7036867659,"{'latitude': '41.8899923467', 'longitude': '-87.7036867659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,46,24,21184,177
Uptown,3,Multifamily,Malden Arms Apts.,4727 N. Malden St.,60640,773-334-2164,Mercy Housing,41,1166646.83772236,1931640.34509817,41.967992713,-87.6626324087,"{'latitude': '41.967992713', 'longitude': '-87.6626324087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,39,31,22616,611
Washington Park,40,Multifamily,St. Edmund's Manor,5947 S. Indiana Ave.,60653,773-548-8924,St. Edmund's Manor Ltd.,24,1178662.05637765,1865432.91595102,41.7860493567,-87.6204757369,"{'latitude': '41.7860493567', 'longitude': '-87.6204757369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,7,22260,164
Chatham,44,Supportive Housing,Karibuni Place,8200 S. Ellis Ave.,60619,773-873-0708,Heartland Housing,72,1184284.1534667,1850796.89437228,41.7457569581,-87.6003199107,"{'latitude': '41.7457569581', 'longitude': '-87.6003199107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,35,40,21546,141
Uptown,3,Multifamily,Uptown Preservation Apts.,4431 N. Clifton Ave.,60640,773-286-5400,Leasing & Management Co. Inc.,18,1167869.51148089,1929704.26399314,41.9626536881,-87.6581928459,"{'latitude': '41.9626536881', 'longitude': '-87.6581928459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,39,31,22616,241
Lakeview,6,Senior,Renaissance St. Luke Greenview Place,1501 W. Melrose St.,60657,773-525-1501,"RRG Development, Inc.",155,1165704.84803739,1921625.29387064,41.9405311557,-87.6663826053,"{'latitude': '41.9405311557', 'longitude': '-87.6663826053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,25,57,4449,678
Austin,25,Senior,Senior Suites of Austin,335 N. Menard Ave.,60644,773-378-0333,Senior Lifestyle Corp.,84,1137686.37664547,1901819.13056976,41.8867327472,-87.7698395847,"{'latitude': '41.8867327472', 'longitude': '-87.7698395847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,7,26,22216,618
Englewood,68,Supportive Housing,Englewood Apts.,901 W. 63rd Street,60621,773-994-3199,Mercy Housing,45,1171373.66149583,1863023.36778862,41.7795999913,-87.6472689598,"{'latitude': '41.7795999913', 'longitude': '-87.6472689598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,2,66,21559,436
Logan Square,22,ARO,2400 Cortland,2404-14 W. Cortland St.,60647,312-489-1600,Laramar Group,2,1159990.63504139,1912594.26688295,41.9158694795,-87.6876342671,"{'latitude': '41.9158694795', 'longitude': '-87.6876342671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,41,23,22535,180
West Ridge,2,ARO,"5822 North Western, LLC",5822 N. Western Ave.,60659,773-572-2755,Chicago Apartment Finders,2,1159227.2251011,1938700.5085265,41.9875222634,-87.6897187055,"{'latitude': '41.9875222634', 'longitude': '-87.6897187055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46,24,20,4450,15
Rogers Park,1,Senior,Wayne Senior Housing,6928 N. Wayne Ave.,60626,773-274-0177,CIG Management,119,1165843.89836178,1946058.5134415,42.0075737709,-87.6651711448,"{'latitude': '42.0075737709', 'longitude': '-87.6651711448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,5,10,21853,66
Humboldt Park,23,Multifamily,Tierra Linda Apts.,1649-51 N. Drake Ave.,60647,773-276-5338,LUCHA,6,,,,,,,,,,
Douglas,35,Multifamily,Park Boulevard IIB,3633 S. State St.,60609,773-548-8792,"Urban Property Advisors, LLC",12,1176929.88786903,1880943.18557502,41.8286501893,-87.6263588794,"{'latitude': '41.8286501893', 'longitude': '-87.6263588794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,1,14924,446
North Center,5,ARO,1911-21 W. Irving Park Rd.,1911-21 W. Irving Park Rd.,60613,312-285-3749,Campell Street Asset Management Inc.,2,1162826.37086233,1926537.70811314,41.9540720487,-87.6768236931,"{'latitude': '41.9540720487', 'longitude': '-87.6768236931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13,18,46,21186,644
Near West Side,28,Senior,Roosevelt Place,1401 W. Roosevelt Road,60608,312-733-2436,"East Lake Management Group, Inc.",181,1167191.39600074,1894769.79701917,41.866806049,-87.6616918421,"{'latitude': '41.866806049', 'longitude': '-87.6616918421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,23,29,14920,96
Grand Boulevard,38,Multifamily,Cornerstone Apts.,633 E. 50th St.,60615,312-577-5555,The Community Builders Inc.,7,1181425.62409216,1871964.80121416,41.8039101011,-87.6101417643,"{'latitude': '41.8039101011', 'longitude': '-87.6101417643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,10,4,21192,165
Washington Park,40,Supportive/Kinship Families,Coppin House,325-43 E. 55th Place,60637,773-752-2331,Interfaith Housing Corp.,28,1179276.07749895,1868251.46045241,41.7937697184,-87.6181384856,"{'latitude': '41.7937697184', 'longitude': '-87.6181384856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,7,22260,402
Grand Boulevard,38,Multifamily,Legends South - Hansberry Square,4034 S. State St.,60609,773-548-8800,Interstate Realty Management Co.,181,1176907.63581022,1878122.62317409,41.8209108342,-87.6265256539,"{'latitude': '41.8209108342', 'longitude': '-87.6265256539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,4,14924,414
Lower West Side,31,ARO,Woodwork Lofts,1414-48 W. 21st St.,60608,312-576-7392,Stellar Performance Inc.,10,1167176.94068693,1890229.83862937,41.8543483216,-87.6618752556,"{'latitude': '41.8543483216', 'longitude': '-87.6618752556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,26,33,14920,365
Near North Side,8,ARO,Atrium at Old Town Park,300 W. Hill St.,60610,312-642-8707,Omni Group,41,1174106.10359573,1907721.57347326,41.9021952433,-87.6359209164,"{'latitude': '41.9021952433', 'longitude': '-87.6359209164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,46,37,14926,148
Grand Boulevard,38,Multifamily,Hearts United II-The Quincy (scattered sites),701-27 E. 43rd St.,60653,773-924-2100,Bonheur Realty Services Corp.,81,1181681.40066803,1876615.50549655,41.8166660946,-87.6090599647,"{'latitude': '41.8166660946', 'longitude': '-87.6090599647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,10,4,4301,161
Washington Park,40,Multifamily,St. Edmund's Oasis,215 E. 61st St.,60637,773-493-2411,St. Edmund's Redevelopment Corp.,5,1178814.519628,1864578.62491886,41.7837016281,-87.6199427242,"{'latitude': '41.7837016281', 'longitude': '-87.6199427242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,7,22260,404
Roseland,49,Senior,Roseland Ridge Senior Apts.,10400-30 S. Michigan Ave.,60628,773-548-8301,Neighborhood Housing Services,124,1178859.46478643,1836023.49073876,41.7053419518,-87.6206450334,"{'latitude': '41.7053419518', 'longitude': '-87.6206450334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,43,45,21861,236
Douglas,35,Multifamily,Park Boulevard IIA,3612 S. State St.,60609,773-548-8792,"Urban Property Advisors, LLC",6,1176848.8921292,1880973.88335737,41.8287362552,-87.6266551179,"{'latitude': '41.8287362552', 'longitude': '-87.6266551179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,1,14924,353
