"Date	Price	Open	High	Low	Change %"
"Mar 31, 2004	1.2315	1.2166	1.2325	1.2165	1.21%"
"Mar 30, 2004	1.2168	1.2158	1.2231	1.2151	0.07%"
"Mar 29, 2004	1.2159	1.2127	1.2172	1.205	0.21%"
"Mar 26, 2004	1.2133	1.2136	1.2213	1.2072	0.03%"
"Mar 25, 2004	1.2129	1.2131	1.2203	1.2097	0.00%"
"Mar 24, 2004	1.2129	1.2336	1.2369	1.2118	-1.62%"
"Mar 23, 2004	1.2329	1.2334	1.2371	1.2265	-0.06%"
"Mar 22, 2004	1.2336	1.2287	1.2403	1.2222	0.52%"
"Mar 19, 2004	1.2272	1.2386	1.2408	1.2254	-0.95%"
"Mar 18, 2004	1.239	1.2235	1.2436	1.222	1.25%"
"Mar 17, 2004	1.2237	1.2271	1.229	1.2178	-0.23%"
"Mar 16, 2004	1.2265	1.2266	1.2374	1.2237	-0.03%"
"Mar 15, 2004	1.2269	1.2189	1.232	1.2188	0.43%"
"Mar 12, 2004	1.2217	1.2355	1.2374	1.2172	-1.14%"
"Mar 11, 2004	1.2358	1.2238	1.2358	1.2162	0.96%"
"Mar 10, 2004	1.2241	1.2321	1.234	1.2195	-0.63%"
"Mar 09, 2004	1.2319	1.2406	1.2463	1.2274	-0.69%"
"Mar 08, 2004	1.2404	1.2387	1.2416	1.2336	0.23%"
"Mar 05, 2004	1.2376	1.2198	1.2433	1.2174	1.47%"
"Mar 04, 2004	1.2197	1.2207	1.2245	1.2134	-0.09%"
"Mar 03, 2004	1.2208	1.222	1.2226	1.2059	-0.12%"
"Mar 02, 2004	1.2223	1.2465	1.247	1.2196	-1.78%"
"Mar 01, 2004	1.2445	1.2489	1.2544	1.2422	-0.36%"
"Feb 27, 2004	1.249	1.2438	1.251	1.2373	0.44%"
"Feb 26, 2004	1.2435	1.2498	1.2517	1.2382	-0.49%"
"Feb 25, 2004	1.2496	1.2685	1.271	1.2475	-1.50%"
"Feb 24, 2004	1.2686	1.2557	1.2715	1.2522	1.05%"
"Feb 23, 2004	1.2554	1.251	1.2596	1.2451	0.18%"
"Feb 20, 2004	1.2532	1.2712	1.2766	1.2493	-1.42%"
"Feb 19, 2004	1.2713	1.2695	1.2739	1.2652	0.28%"
"Feb 18, 2004	1.2677	1.2844	1.2929	1.2659	-1.25%"
"Feb 17, 2004	1.2837	1.2771	1.2879	1.2752	0.48%"
"Feb 16, 2004	1.2776	1.2752	1.2792	1.2715	0.28%"
"Feb 13, 2004	1.274	1.2807	1.2895	1.2715	-0.48%"
"Feb 12, 2004	1.2802	1.2829	1.2847	1.2785	-0.23%"
"Feb 11, 2004	1.2831	1.2673	1.2838	1.2647	1.07%"
"Feb 10, 2004	1.2695	1.2695	1.279	1.268	0.03%"
"Feb 09, 2004	1.2691	1.2612	1.2764	1.2604	-0.10%"
"Feb 06, 2004	1.2704	1.2551	1.2725	1.2511	1.31%"
"Feb 05, 2004	1.254	1.2538	1.2639	1.2521	0.05%"
"Feb 04, 2004	1.2534	1.2538	1.2563	1.2491	0.02%"
"Feb 03, 2004	1.2532	1.2426	1.2601	1.2416	0.83%"
"Feb 02, 2004	1.2429	1.2472	1.2488	1.239	-0.32%"
"Jan 30, 2004	1.2469	1.2415	1.2495	1.2349	0.45%"
"Jan 29, 2004	1.2413	1.2481	1.2529	1.2361	-0.54%"
"Jan 28, 2004	1.2481	1.2642	1.2664	1.2464	-1.27%"
"Jan 27, 2004	1.2641	1.2468	1.2654	1.2437	1.34%"
"Jan 26, 2004	1.2474	1.2574	1.2614	1.2459	-0.91%"
"Jan 23, 2004	1.2588	1.2715	1.2778	1.2567	-0.98%"
"Jan 22, 2004	1.2712	1.2631	1.2754	1.2631	0.66%"
"Jan 21, 2004	1.2629	1.2578	1.2675	1.255	0.39%"
"Jan 20, 2004	1.258	1.2355	1.2599	1.2342	1.80%"
"Jan 19, 2004	1.2357	1.2361	1.2424	1.2332	-0.24%"
"Jan 16, 2004	1.2387	1.2576	1.2609	1.2351	-1.52%"
"Jan 15, 2004	1.2578	1.2647	1.2675	1.2561	-0.52%"
"Jan 14, 2004	1.2644	1.2773	1.2791	1.2628	-0.96%"
"Jan 13, 2004	1.2767	1.2755	1.2799	1.2713	0.17%"
"Jan 12, 2004	1.2745	1.2847	1.2901	1.2736	-0.67%"
"Jan 09, 2004	1.2831	1.2759	1.2871	1.2701	0.53%"
"Jan 08, 2004	1.2763	1.2632	1.2782	1.2561	0.98%"
"Jan 07, 2004	1.2639	1.2733	1.2745	1.2633	-0.72%"
"Jan 06, 2004	1.2731	1.2664	1.2814	1.2664	0.54%"
"Jan 05, 2004	1.2662	1.2584	1.2697	1.2583	0.60%"
"Jan 02, 2004	1.2587	1.2543	1.2632	1.2523	0.39%"
"Jan 01, 2004	1.2538	1.255	1.2624	1.2475	-0.40%"
"Dec 31, 2003	1.2588	1.2547	1.2649	1.2512	0.29%"
"Dec 30, 2003	1.2551	1.2486	1.2565	1.2478	0.54%"
"Dec 29, 2003	1.2484	1.2434	1.2513	1.2425	0.43%"
"Dec 26, 2003	1.243	1.2455	1.2471	1.2425	-0.16%"
"Dec 25, 2003	1.245	1.2449	1.2464	1.2442	-0.03%"
"Dec 24, 2003	1.2454	1.2401	1.2473	1.2392	0.53%"
"Dec 23, 2003	1.2388	1.2398	1.2429	1.2386	-0.02%"
"Dec 22, 2003	1.2391	1.2403	1.245	1.2349	0.13%"
"Dec 19, 2003	1.2375	1.2423	1.2434	1.2341	-0.48%"
"Dec 18, 2003	1.2435	1.2411	1.2441	1.2357	0.26%"
"Dec 17, 2003	1.2403	1.2324	1.2424	1.2293	0.65%"
"Dec 16, 2003	1.2323	1.2308	1.2363	1.23	0.17%"
"Dec 15, 2003	1.2302	1.2142	1.2325	1.213	0.11%"
"Dec 12, 2003	1.2288	1.2221	1.2308	1.2208	0.65%"
"Dec 11, 2003	1.2209	1.2222	1.2237	1.2111	-0.11%"
"Dec 10, 2003	1.2223	1.226	1.2268	1.2152	-0.33%"
"Dec 09, 2003	1.2263	1.2217	1.2277	1.2184	0.34%"
"Dec 08, 2003	1.2222	1.2172	1.2241	1.2151	0.48%"
"Dec 05, 2003	1.2164	1.2085	1.218	1.2063	0.61%"
"Dec 04, 2003	1.209	1.2109	1.2159	1.2031	-0.12%"
"Dec 03, 2003	1.2104	1.2081	1.213	1.2063	0.14%"
"Dec 02, 2003	1.2087	1.1974	1.2093	1.1942	1.03%"
"Dec 01, 2003	1.1964	1.1978	1.2045	1.1938	-0.25%"
"Nov 28, 2003	1.1994	1.1908	1.2017	1.1898	0.73%"
"Nov 27, 2003	1.1907	1.1938	1.1944	1.1887	-0.29%"
"Nov 26, 2003	1.1942	1.1785	1.1949	1.177	1.32%"
"Nov 25, 2003	1.1786	1.1767	1.182	1.1753	0.15%"
"Nov 24, 2003	1.1768	1.1909	1.1918	1.1755	-1.22%"
"Nov 21, 2003	1.1913	1.1909	1.1942	1.1858	0.00%"
"Nov 20, 2003	1.1913	1.1879	1.1972	1.1873	0.24%"
"Nov 19, 2003	1.1885	1.197	1.198	1.1876	-0.64%"
"Nov 18, 2003	1.1961	1.1746	1.1962	1.1734	1.81%"
"Nov 17, 2003	1.1748	1.1787	1.185	1.1726	-0.27%"
"Nov 14, 2003	1.178	1.1727	1.1804	1.1726	0.44%"
"Nov 13, 2003	1.1728	1.1631	1.1739	1.1627	0.78%"
"Nov 12, 2003	1.1637	1.1515	1.1662	1.1505	1.11%"
"Nov 11, 2003	1.1509	1.1473	1.1532	1.1446	0.22%"
"Nov 10, 2003	1.1484	1.1507	1.1538	1.1467	-0.44%"
"Nov 07, 2003	1.1535	1.1412	1.1545	1.1377	1.08%"
"Nov 06, 2003	1.1412	1.1436	1.1466	1.1389	-0.24%"
"Nov 05, 2003	1.144	1.1495	1.15	1.1412	-0.55%"
"Nov 04, 2003	1.1503	1.1462	1.1516	1.1426	0.34%"
"Nov 03, 2003	1.1464	1.1581	1.1621	1.1429	-1.04%"
"Oct 31, 2003	1.1584	1.1628	1.1661	1.1563	-0.39%"
"Oct 30, 2003	1.1629	1.1662	1.1759	1.162	-0.31%"
"Oct 29, 2003	1.1665	1.1666	1.1723	1.1661	0.00%"
"Oct 28, 2003	1.1665	1.1745	1.1751	1.1656	-0.70%"
"Oct 27, 2003	1.1747	1.1776	1.1786	1.1719	-0.31%"
"Oct 24, 2003	1.1783	1.1798	1.186	1.1762	-0.33%"
"Oct 23, 2003	1.1822	1.1797	1.1829	1.1793	0.14%"
"Oct 22, 2003	1.1806	1.1671	1.183	1.1651	1.16%"
"Oct 21, 2003	1.1671	1.1625	1.1702	1.1616	0.34%"
"Oct 20, 2003	1.1631	1.1712	1.1716	1.1604	-0.45%"
"Oct 17, 2003	1.1684	1.1598	1.1687	1.1549	0.77%"
"Oct 16, 2003	1.1595	1.1618	1.17	1.1566	-0.31%"
"Oct 15, 2003	1.1631	1.1738	1.1752	1.159	-0.92%"
"Oct 14, 2003	1.1739	1.1714	1.177	1.1583	0.26%"
"Oct 13, 2003	1.1709	1.181	1.1816	1.1652	-0.76%"
"Oct 10, 2003	1.1799	1.1746	1.1852	1.1702	0.47%"
"Oct 09, 2003	1.1744	1.1821	1.1863	1.1687	-0.58%"
"Oct 08, 2003	1.1812	1.1772	1.1841	1.1768	0.37%"
"Oct 07, 2003	1.1769	1.1719	1.1815	1.17	0.50%"
"Oct 06, 2003	1.1711	1.1574	1.1725	1.1533	1.14%"
"Oct 03, 2003	1.1579	1.1684	1.1724	1.1552	-0.97%"
"Oct 02, 2003	1.1693	1.173	1.1771	1.1662	-0.20%"
"Oct 01, 2003	1.1716	1.1662	1.1733	1.1643	0.48%"
"Sep 30, 2003	1.166	1.1596	1.1739	1.1573	0.58%"
"Sep 29, 2003	1.1593	1.146	1.1604	1.1395	1.04%"
"Sep 26, 2003	1.1474	1.1479	1.1503	1.1441	-0.11%"
"Sep 25, 2003	1.1487	1.1487	1.1537	1.1457	-0.07%"
"Sep 24, 2003	1.1495	1.1435	1.1505	1.1427	0.42%"
"Sep 23, 2003	1.1447	1.1465	1.1533	1.144	-0.17%"
"Sep 22, 2003	1.1467	1.1448	1.1505	1.1414	0.76%"
"Sep 19, 2003	1.1381	1.1244	1.1384	1.1238	1.18%"
"Sep 18, 2003	1.1248	1.1286	1.1349	1.1229	-0.35%"
"Sep 17, 2003	1.1287	1.1172	1.1303	1.1138	0.97%"
"Sep 16, 2003	1.1179	1.1285	1.132	1.1157	-0.97%"
"Sep 15, 2003	1.1288	1.1271	1.1313	1.1241	-0.03%"
"Sep 12, 2003	1.1291	1.1204	1.1327	1.1136	0.73%"
"Sep 11, 2003	1.1209	1.1206	1.1277	1.1155	-0.03%"
"Sep 10, 2003	1.1212	1.1227	1.1239	1.1161	-0.14%"
"Sep 09, 2003	1.1228	1.1069	1.1243	1.1053	1.44%"
"Sep 08, 2003	1.1069	1.1098	1.1132	1.1048	-0.34%"
"Sep 05, 2003	1.1107	1.0941	1.114	1.0915	1.48%"
"Sep 04, 2003	1.0945	1.084	1.0949	1.0808	0.91%"
"Sep 03, 2003	1.0846	1.0806	1.0875	1.0763	0.33%"
"Sep 02, 2003	1.081	1.0968	1.0968	1.0804	-1.44%"
"Sep 01, 2003	1.0968	1.0987	1.1018	1.0953	-0.11%"
"Aug 29, 2003	1.098	1.0884	1.1003	1.0872	0.87%"
"Aug 28, 2003	1.0885	1.0874	1.0914	1.0809	0.05%"
"Aug 27, 2003	1.088	1.0865	1.0936	1.0833	0.22%"
"Aug 26, 2003	1.0856	1.0858	1.0912	1.0792	-0.07%"
"Aug 25, 2003	1.0864	1.0871	1.0922	1.0848	-0.21%"
"Aug 22, 2003	1.0887	1.0925	1.095	1.0836	-0.34%"
"Aug 21, 2003	1.0924	1.1119	1.1122	1.0892	-1.74%"
"Aug 20, 2003	1.1117	1.1142	1.1149	1.108	-0.24%"
"Aug 19, 2003	1.1144	1.1147	1.1152	1.1055	-0.04%"
"Aug 18, 2003	1.1149	1.1262	1.1271	1.1125	-0.98%"
"Aug 15, 2003	1.1259	1.1279	1.1291	1.1241	-0.22%"
"Aug 14, 2003	1.1284	1.1319	1.1343	1.1227	-0.33%"
"Aug 13, 2003	1.1321	1.1277	1.1335	1.1219	0.36%"
"Aug 12, 2003	1.128	1.1361	1.1376	1.1278	-0.74%"
"Aug 11, 2003	1.1364	1.1307	1.1385	1.1263	0.50%"
"Aug 08, 2003	1.1308	1.1377	1.1381	1.1287	-0.64%"
"Aug 07, 2003	1.1381	1.1335	1.142	1.1319	0.41%"
"Aug 06, 2003	1.1335	1.1393	1.143	1.1325	-0.54%"
"Aug 05, 2003	1.1397	1.1355	1.1403	1.1307	0.36%"
"Aug 04, 2003	1.1356	1.1278	1.1379	1.1261	0.73%"
"Aug 01, 2003	1.1274	1.1229	1.128	1.1133	0.38%"
"Jul 31, 2003	1.1231	1.1357	1.1365	1.1224	-1.15%"
"Jul 30, 2003	1.1362	1.1442	1.1453	1.1337	-0.62%"
"Jul 29, 2003	1.1433	1.1488	1.1542	1.1431	-0.48%"
"Jul 28, 2003	1.1488	1.1494	1.1521	1.1452	-0.21%"
"Jul 25, 2003	1.1512	1.1472	1.1553	1.1443	0.32%"
"Jul 24, 2003	1.1475	1.1484	1.1513	1.1423	-0.12%"
"Jul 23, 2003	1.1489	1.1329	1.1491	1.1316	1.42%"
"Jul 22, 2003	1.1328	1.1345	1.1374	1.1307	-0.11%"
"Jul 21, 2003	1.1341	1.125	1.136	1.1245	0.63%"
"Jul 18, 2003	1.127	1.1212	1.1309	1.1171	0.55%"
"Jul 17, 2003	1.1208	1.1221	1.1252	1.1157	-0.11%"
"Jul 16, 2003	1.122	1.1178	1.1235	1.1112	0.39%"
"Jul 15, 2003	1.1176	1.1281	1.134	1.1157	-0.93%"
"Jul 14, 2003	1.1281	1.129	1.1311	1.1243	-0.06%"
"Jul 11, 2003	1.1288	1.1381	1.1387	1.1273	-0.78%"
"Jul 10, 2003	1.1377	1.1355	1.1394	1.131	0.25%"
"Jul 09, 2003	1.1349	1.1316	1.1369	1.1306	0.25%"
"Jul 08, 2003	1.1321	1.1316	1.1355	1.1255	0.04%"
"Jul 07, 2003	1.1317	1.1479	1.1483	1.1313	-1.53%"
"Jul 04, 2003	1.1493	1.1502	1.1502	1.1448	-0.03%"
"Jul 03, 2003	1.1497	1.1531	1.1542	1.1432	-0.36%"
"Jul 02, 2003	1.1538	1.1563	1.1572	1.1505	-0.22%"
"Jul 01, 2003	1.1563	1.1526	1.1613	1.1508	0.45%"
"Jun 30, 2003	1.1511	1.1429	1.1517	1.1397	0.65%"
"Jun 27, 2003	1.1437	1.142	1.1472	1.14	0.12%"
"Jun 26, 2003	1.1423	1.1532	1.1543	1.1414	-0.95%"
"Jun 25, 2003	1.1533	1.1515	1.1626	1.1495	0.19%"
"Jun 24, 2003	1.1511	1.1555	1.1585	1.1477	-0.43%"
"Jun 23, 2003	1.1561	1.1578	1.1608	1.1506	-0.42%"
"Jun 20, 2003	1.161	1.1721	1.1735	1.1552	-0.95%"
"Jun 19, 2003	1.1721	1.1684	1.1742	1.1585	0.23%"
"Jun 18, 2003	1.1694	1.1782	1.1804	1.1664	-0.77%"
"Jun 17, 2003	1.1785	1.1823	1.1869	1.1767	-0.35%"
"Jun 16, 2003	1.1826	1.1877	1.1934	1.182	-0.31%"
"Jun 13, 2003	1.1863	1.1764	1.188	1.1736	0.82%"
"Jun 12, 2003	1.1767	1.1755	1.181	1.1703	0.12%"
"Jun 11, 2003	1.1753	1.167	1.1785	1.1661	0.69%"
"Jun 10, 2003	1.1673	1.1719	1.1743	1.1668	-0.35%"
"Jun 09, 2003	1.1714	1.1713	1.1791	1.1659	0.12%"
"Jun 06, 2003	1.17	1.1842	1.1882	1.1685	-1.21%"
"Jun 05, 2003	1.1843	1.1643	1.1891	1.1628	1.72%"
"Jun 04, 2003	1.1643	1.1735	1.1752	1.1636	-0.73%"
"Jun 03, 2003	1.1729	1.176	1.1783	1.1687	-0.31%"
"Jun 02, 2003	1.1765	1.1714	1.1771	1.1653	-0.19%"
"May 30, 2003	1.1787	1.1902	1.1918	1.1739	-0.95%"
"May 29, 2003	1.19	1.1754	1.1909	1.1692	1.14%"
"May 28, 2003	1.1766	1.1816	1.185	1.1707	-0.39%"
"May 27, 2003	1.1812	1.1864	1.1934	1.1812	-0.53%"
"May 26, 2003	1.1875	1.1836	1.188	1.1801	0.31%"
"May 23, 2003	1.1838	1.1696	1.184	1.1667	1.21%"
"May 22, 2003	1.1697	1.1641	1.1732	1.1619	0.52%"
"May 21, 2003	1.1636	1.1712	1.1747	1.1633	-0.67%"
"May 20, 2003	1.1715	1.1643	1.1717	1.161	0.51%"
"May 19, 2003	1.1655	1.1673	1.1741	1.1623	0.54%"
"May 16, 2003	1.1592	1.1376	1.1595	1.137	1.84%"
"May 15, 2003	1.1383	1.1479	1.1489	1.1377	-0.90%"
"May 14, 2003	1.1486	1.1536	1.1538	1.1467	-0.31%"
"May 13, 2003	1.1522	1.1562	1.1569	1.1463	-0.35%"
"May 12, 2003	1.1563	1.1532	1.1626	1.1524	0.66%"
"May 09, 2003	1.1487	1.148	1.1538	1.1437	0.06%"
"May 08, 2003	1.148	1.1356	1.1512	1.1309	1.08%"
"May 07, 2003	1.1357	1.1439	1.144	1.1329	-0.73%"
"May 06, 2003	1.1441	1.1291	1.1456	1.1277	1.32%"
"May 05, 2003	1.1292	1.1228	1.1305	1.1205	0.54%"
"May 02, 2003	1.1231	1.1239	1.1274	1.1189	-0.02%"
"May 01, 2003	1.1233	1.1183	1.129	1.1151	0.45%"
"Apr 30, 2003	1.1183	1.1075	1.1189	1.1063	0.97%"
"Apr 29, 2003	1.1076	1.0987	1.1088	1.0933	0.82%"
"Apr 28, 2003	1.0986	1.1037	1.1081	1.0977	-0.44%"
"Apr 25, 2003	1.1034	1.1033	1.1054	1.096	0.01%"
"Apr 24, 2003	1.1033	1.0957	1.105	1.0945	0.63%"
"Apr 23, 2003	1.0964	1.0972	1.0985	1.092	-0.07%"
"Apr 22, 2003	1.0972	1.0864	1.1005	1.0848	0.91%"
"Apr 21, 2003	1.0873	1.0896	1.0909	1.0821	-0.01%"
"Apr 18, 2003	1.0874	1.0885	1.09	1.0868	0.01%"
"Apr 17, 2003	1.0873	1.0909	1.0966	1.0867	-0.36%"
"Apr 16, 2003	1.0912	1.0802	1.0922	1.0783	1.07%"
"Apr 15, 2003	1.0797	1.0773	1.0822	1.0733	0.22%"
"Apr 14, 2003	1.0773	1.0748	1.0813	1.0715	0.24%"
"Apr 11, 2003	1.0747	1.0789	1.0789	1.0692	-0.39%"
"Apr 10, 2003	1.0789	1.0772	1.0833	1.0758	0.14%"
"Apr 09, 2003	1.0774	1.0718	1.0785	1.0673	0.57%"
"Apr 08, 2003	1.0713	1.069	1.0726	1.0642	0.18%"
"Apr 07, 2003	1.0694	1.0668	1.0703	1.056	-0.34%"
"Apr 04, 2003	1.073	1.076	1.0768	1.0684	-0.25%"
"Apr 03, 2003	1.0757	1.077	1.0792	1.0683	-0.10%"
"Apr 02, 2003	1.0768	1.0913	1.0955	1.0751	-1.32%"
"Apr 01, 2003	1.0912	1.0923	1.0929	1.0865	-0.11%"
"Mar 31, 2003	1.0924	1.0798	1.0929	1.0781	1.32%"
"Mar 28, 2003	1.0782	1.0696	1.0804	1.0668	0.83%"
"Mar 27, 2003	1.0693	1.0692	1.0747	1.0674	0.07%"
"Mar 26, 2003	1.0686	1.0654	1.0705	1.0621	0.34%"
"Mar 25, 2003	1.065	1.0638	1.0724	1.0631	0.11%"
"Mar 24, 2003	1.0638	1.0606	1.0677	1.0566	0.99%"
"Mar 21, 2003	1.0534	1.0614	1.0619	1.0501	-0.84%"
"Mar 20, 2003	1.0623	1.056	1.0672	1.0533	0.62%"
"Mar 19, 2003	1.0558	1.0635	1.0656	1.0551	-0.71%"
"Mar 18, 2003	1.0633	1.062	1.0655	1.054	0.05%"
"Mar 17, 2003	1.0628	1.0771	1.0846	1.0586	-1.05%"
"Mar 14, 2003	1.0741	1.0783	1.0823	1.069	-0.50%"
"Mar 13, 2003	1.0795	1.0995	1.0998	1.0791	-1.92%"
"Mar 12, 2003	1.1006	1.1042	1.1058	1.0979	-0.34%"
"Mar 11, 2003	1.1044	1.1058	1.1086	1.1004	-0.10%"
"Mar 10, 2003	1.1055	1.1007	1.1069	1.1004	0.43%"
"Mar 07, 2003	1.1008	1.0974	1.1069	1.0966	0.35%"
"Mar 06, 2003	1.097	1.0958	1.1014	1.0926	0.11%"
"Mar 05, 2003	1.0958	1.0889	1.1006	1.0883	0.62%"
"Mar 04, 2003	1.0891	1.0894	1.0938	1.0876	-0.06%"
"Mar 03, 2003	1.0898	1.0777	1.0901	1.0767	0.93%"
"Feb 28, 2003	1.0798	1.0745	1.081	1.0732	0.46%"
"Feb 27, 2003	1.0749	1.0781	1.0838	1.0734	-0.32%"
"Feb 26, 2003	1.0784	1.0759	1.0813	1.0728	0.24%"
"Feb 25, 2003	1.0758	1.0795	1.0823	1.0741	-0.37%"
"Feb 24, 2003	1.0798	1.0727	1.0808	1.0708	0.28%"
"Feb 21, 2003	1.0768	1.0818	1.085	1.0751	-0.44%"
"Feb 20, 2003	1.0816	1.0747	1.0837	1.0742	0.66%"
"Feb 19, 2003	1.0745	1.0685	1.0768	1.0668	0.51%"
"Feb 18, 2003	1.069	1.0726	1.0758	1.0677	-0.39%"
"Feb 17, 2003	1.0732	1.0764	1.0779	1.0675	-0.55%"
"Feb 14, 2003	1.0791	1.0828	1.0853	1.0761	-0.32%"
"Feb 13, 2003	1.0826	1.0707	1.086	1.0702	0.97%"
"Feb 12, 2003	1.0722	1.0736	1.0772	1.0703	-0.13%"
"Feb 11, 2003	1.0736	1.0732	1.0765	1.0664	-0.01%"
"Feb 10, 2003	1.0737	1.0817	1.0832	1.0726	-0.81%"
"Feb 07, 2003	1.0825	1.0837	1.084	1.073	0.01%"
"Feb 06, 2003	1.0824	1.0781	1.0866	1.0763	0.34%"
"Feb 05, 2003	1.0787	1.0889	1.094	1.0737	-0.87%"
"Feb 04, 2003	1.0882	1.0789	1.0911	1.0764	0.96%"
"Feb 03, 2003	1.0779	1.0786	1.0793	1.0692	0.09%"
"Jan 31, 2003	1.0769	1.0818	1.0836	1.0722	-0.50%"
"Jan 30, 2003	1.0823	1.084	1.0848	1.073	-0.12%"
"Jan 29, 2003	1.0836	1.0831	1.0902	1.0809	0.13%"
"Jan 28, 2003	1.0822	1.0855	1.0857	1.078	-0.31%"
"Jan 27, 2003	1.0856	1.0838	1.0909	1.078	0.32%"
"Jan 24, 2003	1.0821	1.0747	1.0857	1.0739	0.59%"
"Jan 23, 2003	1.0758	1.0742	1.078	1.0705	0.28%"
"Jan 22, 2003	1.0728	1.073	1.0745	1.068	0.04%"
"Jan 21, 2003	1.0724	1.0675	1.0736	1.0629	0.41%"
"Jan 20, 2003	1.068	1.0656	1.0696	1.0633	0.10%"
"Jan 17, 2003	1.0669	1.0614	1.068	1.0602	0.47%"
"Jan 16, 2003	1.0619	1.0558	1.0629	1.0543	0.64%"
"Jan 15, 2003	1.0551	1.0553	1.0595	1.0503	-0.01%"
"Jan 14, 2003	1.0552	1.0538	1.0601	1.0535	0.09%"
"Jan 13, 2003	1.0542	1.058	1.0585	1.0525	-0.32%"
"Jan 10, 2003	1.0576	1.0487	1.0587	1.0472	0.86%"
"Jan 09, 2003	1.0486	1.0495	1.0541	1.046	-0.10%"
"Jan 08, 2003	1.0497	1.0412	1.0537	1.036	0.78%"
"Jan 07, 2003	1.0416	1.0463	1.0468	1.0394	-0.51%"
"Jan 06, 2003	1.0469	1.0417	1.0497	1.0414	0.44%"
"Jan 03, 2003	1.0423	1.0359	1.0438	1.0336	0.59%"
"Jan 02, 2003	1.0362	1.0492	1.0498	1.0334	-1.24%"
"Jan 01, 2003	1.0492	1.0494	1.0502	1.0492	-0.09%"
"Dec 31, 2002	1.0501	1.049	1.0507	1.0454	0.12%"
"Dec 30, 2002	1.0488	1.0427	1.0488	1.0402	0.48%"
"Dec 27, 2002	1.0438	1.0376	1.0445	1.0359	0.57%"
"Dec 26, 2002	1.0379	1.0312	1.0379	1.0312	0.54%"
"Dec 25, 2002	1.0323	1.03	1.0327	1.027	0.22%"
"Dec 24, 2002	1.03	1.0262	1.0327	1.0252	0.34%"
"Dec 23, 2002	1.0265	1.0273	1.0318	1.0215	-0.04%"
"Dec 20, 2002	1.0269	1.0276	1.0278	1.0242	-0.04%"
"Dec 19, 2002	1.0273	1.027	1.0292	1.0204	0.06%"
"Dec 18, 2002	1.0267	1.0283	1.0288	1.0225	-0.19%"
"Dec 17, 2002	1.0287	1.0229	1.0335	1.0209	0.63%"
"Dec 16, 2002	1.0223	1.0236	1.025	1.0191	-0.11%"
"Dec 13, 2002	1.0234	1.0189	1.0261	1.0162	0.46%"
"Dec 12, 2002	1.0187	1.0088	1.0198	1.0072	1.02%"
"Dec 11, 2002	1.0084	1.0078	1.0103	1.0059	-0.02%"
"Dec 10, 2002	1.0086	1.0105	1.0141	1.0069	-0.21%"
"Dec 09, 2002	1.0107	1.0101	1.012	1.0067	0.08%"
"Dec 06, 2002	1.0099	1.0008	1.0131	0.9995	0.92%"
"Dec 05, 2002	1.0007	1.0009	1.0026	0.9969	0.01%"
"Dec 04, 2002	1.0006	0.9966	1.0033	0.9964	0.42%"
"Dec 03, 2002	0.9964	0.9976	1.0006	0.9948	-0.05%"
"Dec 02, 2002	0.9969	0.9945	0.9985	0.9857	0.23%"
"Nov 29, 2002	0.9946	0.9939	0.9958	0.9912	0.02%"
"Nov 28, 2002	0.9944	0.9907	0.9963	0.9892	0.40%"
"Nov 27, 2002	0.9904	0.9938	0.9942	0.9873	-0.32%"
"Nov 26, 2002	0.9936	0.9922	0.9937	0.9893	0.20%"
"Nov 25, 2002	0.9916	0.9968	0.9972	0.9891	-0.54%"
"Nov 22, 2002	0.997	1.0023	1.004	0.9961	-0.51%"
"Nov 21, 2002	1.0021	1.0017	1.0045	0.9976	0.08%"
"Nov 20, 2002	1.0013	1.004	1.0046	0.9989	-0.19%"
"Nov 19, 2002	1.0032	1.0088	1.0145	1.0009	-0.54%"
"Nov 18, 2002	1.0086	1.0091	1.0123	1.006	-0.09%"
"Nov 15, 2002	1.0095	1.0045	1.0101	1.0011	0.50%"
"Nov 14, 2002	1.0045	1.0084	1.0103	1.0029	-0.36%"
"Nov 13, 2002	1.0081	1.013	1.0133	1.0044	-0.43%"
"Nov 12, 2002	1.0125	1.0111	1.014	1.0068	0.20%"
"Nov 11, 2002	1.0105	1.0124	1.0172	1.0091	-0.25%"
"Nov 08, 2002	1.013	1.0095	1.0151	1.0074	0.36%"
"Nov 07, 2002	1.0094	1.004	1.0102	0.9988	0.69%"
"Nov 06, 2002	1.0025	1	1.005	0.9938	0.27%"
"Nov 05, 2002	0.9998	0.998	1.0046	0.9965	0.18%"
"Nov 04, 2002	0.998	0.996	0.998	0.9925	0.11%"
"Nov 01, 2002	0.9969	0.9909	1.0006	0.9886	0.63%"
"Oct 31, 2002	0.9907	0.9839	0.9909	0.9831	0.70%"
"Oct 30, 2002	0.9838	0.9828	0.9854	0.9814	0.04%"
"Oct 29, 2002	0.9834	0.9844	0.9868	0.9802	-0.14%"
"Oct 28, 2002	0.9848	0.9764	0.9849	0.9723	0.92%"
"Oct 25, 2002	0.9758	0.9777	0.9796	0.975	-0.21%"
"Oct 24, 2002	0.9779	0.9753	0.9786	0.9721	0.24%"
"Oct 23, 2002	0.9756	0.9777	0.9799	0.9745	-0.26%"
"Oct 22, 2002	0.9781	0.9738	0.9806	0.9719	0.48%"
"Oct 21, 2002	0.9734	0.9721	0.9768	0.9688	0.15%"
