DateKey,DateAltKey,CalendarYear,CalendarQuarter,MonthOfYear,MonthName,DayOfMonth,DayOfWeek,DayName,FiscalYear,FiscalQuarter
20110923,2011-09-23 00:00:00.000,2011,3,9,September,23,6,Friday,2012,1
20110924,2011-09-24 00:00:00.000,2011,3,9,September,24,7,Saturday,2012,1
20110925,2011-09-25 00:00:00.000,2011,3,9,September,25,1,Sunday,2012,1
20110926,2011-09-26 00:00:00.000,2011,3,9,September,26,2,Monday,2012,1
20050714,2005-07-14 00:00:00.000,2005,3,7,July,14,5,Thursday,2006,1
20050715,2005-07-15 00:00:00.000,2005,3,7,July,15,6,Friday,2006,1
20050716,2005-07-16 00:00:00.000,2005,3,7,July,16,7,Saturday,2006,1
20050717,2005-07-17 00:00:00.000,2005,3,7,July,17,1,Sunday,2006,1
20050718,2005-07-18 00:00:00.000,2005,3,7,July,18,2,Monday,2006,1
20050719,2005-07-19 00:00:00.000,2005,3,7,July,19,3,Tuesday,2006,1
20050720,2005-07-20 00:00:00.000,2005,3,7,July,20,4,Wednesday,2006,1
20050721,2005-07-21 00:00:00.000,2005,3,7,July,21,5,Thursday,2006,1
20050722,2005-07-22 00:00:00.000,2005,3,7,July,22,6,Friday,2006,1
20050723,2005-07-23 00:00:00.000,2005,3,7,July,23,7,Saturday,2006,1
20050724,2005-07-24 00:00:00.000,2005,3,7,July,24,1,Sunday,2006,1
20050725,2005-07-25 00:00:00.000,2005,3,7,July,25,2,Monday,2006,1
20050726,2005-07-26 00:00:00.000,2005,3,7,July,26,3,Tuesday,2006,1
20050727,2005-07-27 00:00:00.000,2005,3,7,July,27,4,Wednesday,2006,1
20050728,2005-07-28 00:00:00.000,2005,3,7,July,28,5,Thursday,2006,1
20050729,2005-07-29 00:00:00.000,2005,3,7,July,29,6,Friday,2006,1
20050730,2005-07-30 00:00:00.000,2005,3,7,July,30,7,Saturday,2006,1
20050731,2005-07-31 00:00:00.000,2005,3,7,July,31,1,Sunday,2006,1
20050801,2005-08-01 00:00:00.000,2005,3,8,August,1,2,Monday,2006,1
20050802,2005-08-02 00:00:00.000,2005,3,8,August,2,3,Tuesday,2006,1
20050803,2005-08-03 00:00:00.000,2005,3,8,August,3,4,Wednesday,2006,1
20050804,2005-08-04 00:00:00.000,2005,3,8,August,4,5,Thursday,2006,1
20050805,2005-08-05 00:00:00.000,2005,3,8,August,5,6,Friday,2006,1
20050806,2005-08-06 00:00:00.000,2005,3,8,August,6,7,Saturday,2006,1
20050807,2005-08-07 00:00:00.000,2005,3,8,August,7,1,Sunday,2006,1
20050808,2005-08-08 00:00:00.000,2005,3,8,August,8,2,Monday,2006,1
20050809,2005-08-09 00:00:00.000,2005,3,8,August,9,3,Tuesday,2006,1
20050810,2005-08-10 00:00:00.000,2005,3,8,August,10,4,Wednesday,2006,1
20050811,2005-08-11 00:00:00.000,2005,3,8,August,11,5,Thursday,2006,1
20050812,2005-08-12 00:00:00.000,2005,3,8,August,12,6,Friday,2006,1
20050813,2005-08-13 00:00:00.000,2005,3,8,August,13,7,Saturday,2006,1
20050814,2005-08-14 00:00:00.000,2005,3,8,August,14,1,Sunday,2006,1
20050815,2005-08-15 00:00:00.000,2005,3,8,August,15,2,Monday,2006,1
20050816,2005-08-16 00:00:00.000,2005,3,8,August,16,3,Tuesday,2006,1
20050817,2005-08-17 00:00:00.000,2005,3,8,August,17,4,Wednesday,2006,1
20050818,2005-08-18 00:00:00.000,2005,3,8,August,18,5,Thursday,2006,1
20050819,2005-08-19 00:00:00.000,2005,3,8,August,19,6,Friday,2006,1
20050820,2005-08-20 00:00:00.000,2005,3,8,August,20,7,Saturday,2006,1
20050821,2005-08-21 00:00:00.000,2005,3,8,August,21,1,Sunday,2006,1
20050822,2005-08-22 00:00:00.000,2005,3,8,August,22,2,Monday,2006,1
20050823,2005-08-23 00:00:00.000,2005,3,8,August,23,3,Tuesday,2006,1
20050824,2005-08-24 00:00:00.000,2005,3,8,August,24,4,Wednesday,2006,1
20050825,2005-08-25 00:00:00.000,2005,3,8,August,25,5,Thursday,2006,1
20050826,2005-08-26 00:00:00.000,2005,3,8,August,26,6,Friday,2006,1
20050827,2005-08-27 00:00:00.000,2005,3,8,August,27,7,Saturday,2006,1
20050828,2005-08-28 00:00:00.000,2005,3,8,August,28,1,Sunday,2006,1
20050829,2005-08-29 00:00:00.000,2005,3,8,August,29,2,Monday,2006,1
20050830,2005-08-30 00:00:00.000,2005,3,8,August,30,3,Tuesday,2006,1
20050831,2005-08-31 00:00:00.000,2005,3,8,August,31,4,Wednesday,2006,1
20050901,2005-09-01 00:00:00.000,2005,3,9,September,1,5,Thursday,2006,1
20050902,2005-09-02 00:00:00.000,2005,3,9,September,2,6,Friday,2006,1
20050903,2005-09-03 00:00:00.000,2005,3,9,September,3,7,Saturday,2006,1
20050904,2005-09-04 00:00:00.000,2005,3,9,September,4,1,Sunday,2006,1
20050905,2005-09-05 00:00:00.000,2005,3,9,September,5,2,Monday,2006,1
20050906,2005-09-06 00:00:00.000,2005,3,9,September,6,3,Tuesday,2006,1
20050907,2005-09-07 00:00:00.000,2005,3,9,September,7,4,Wednesday,2006,1
20050908,2005-09-08 00:00:00.000,2005,3,9,September,8,5,Thursday,2006,1
20050909,2005-09-09 00:00:00.000,2005,3,9,September,9,6,Friday,2006,1
20050910,2005-09-10 00:00:00.000,2005,3,9,September,10,7,Saturday,2006,1
20050911,2005-09-11 00:00:00.000,2005,3,9,September,11,1,Sunday,2006,1
20050912,2005-09-12 00:00:00.000,2005,3,9,September,12,2,Monday,2006,1
20050913,2005-09-13 00:00:00.000,2005,3,9,September,13,3,Tuesday,2006,1
20050914,2005-09-14 00:00:00.000,2005,3,9,September,14,4,Wednesday,2006,1
20050915,2005-09-15 00:00:00.000,2005,3,9,September,15,5,Thursday,2006,1
20050916,2005-09-16 00:00:00.000,2005,3,9,September,16,6,Friday,2006,1
20050917,2005-09-17 00:00:00.000,2005,3,9,September,17,7,Saturday,2006,1
20050918,2005-09-18 00:00:00.000,2005,3,9,September,18,1,Sunday,2006,1
20050919,2005-09-19 00:00:00.000,2005,3,9,September,19,2,Monday,2006,1
20050920,2005-09-20 00:00:00.000,2005,3,9,September,20,3,Tuesday,2006,1
20050921,2005-09-21 00:00:00.000,2005,3,9,September,21,4,Wednesday,2006,1
20050922,2005-09-22 00:00:00.000,2005,3,9,September,22,5,Thursday,2006,1
20050923,2005-09-23 00:00:00.000,2005,3,9,September,23,6,Friday,2006,1
20050924,2005-09-24 00:00:00.000,2005,3,9,September,24,7,Saturday,2006,1
20050925,2005-09-25 00:00:00.000,2005,3,9,September,25,1,Sunday,2006,1
20050926,2005-09-26 00:00:00.000,2005,3,9,September,26,2,Monday,2006,1
20050927,2005-09-27 00:00:00.000,2005,3,9,September,27,3,Tuesday,2006,1
20050928,2005-09-28 00:00:00.000,2005,3,9,September,28,4,Wednesday,2006,1
20050929,2005-09-29 00:00:00.000,2005,3,9,September,29,5,Thursday,2006,1
20050930,2005-09-30 00:00:00.000,2005,3,9,September,30,6,Friday,2006,1
20051001,2005-10-01 00:00:00.000,2005,4,10,October,1,7,Saturday,2006,2
20051002,2005-10-02 00:00:00.000,2005,4,10,October,2,1,Sunday,2006,2
20051003,2005-10-03 00:00:00.000,2005,4,10,October,3,2,Monday,2006,2
20051004,2005-10-04 00:00:00.000,2005,4,10,October,4,3,Tuesday,2006,2
20051005,2005-10-05 00:00:00.000,2005,4,10,October,5,4,Wednesday,2006,2
20051006,2005-10-06 00:00:00.000,2005,4,10,October,6,5,Thursday,2006,2
20051007,2005-10-07 00:00:00.000,2005,4,10,October,7,6,Friday,2006,2
20051008,2005-10-08 00:00:00.000,2005,4,10,October,8,7,Saturday,2006,2
20051009,2005-10-09 00:00:00.000,2005,4,10,October,9,1,Sunday,2006,2
20051010,2005-10-10 00:00:00.000,2005,4,10,October,10,2,Monday,2006,2
20051011,2005-10-11 00:00:00.000,2005,4,10,October,11,3,Tuesday,2006,2
20051012,2005-10-12 00:00:00.000,2005,4,10,October,12,4,Wednesday,2006,2
20051013,2005-10-13 00:00:00.000,2005,4,10,October,13,5,Thursday,2006,2
20051015,2005-10-15 00:00:00.000,2005,4,10,October,15,7,Saturday,2006,2
20051016,2005-10-16 00:00:00.000,2005,4,10,October,16,1,Sunday,2006,2
20051017,2005-10-17 00:00:00.000,2005,4,10,October,17,2,Monday,2006,2
20051018,2005-10-18 00:00:00.000,2005,4,10,October,18,3,Tuesday,2006,2
20051019,2005-10-19 00:00:00.000,2005,4,10,October,19,4,Wednesday,2006,2
20051020,2005-10-20 00:00:00.000,2005,4,10,October,20,5,Thursday,2006,2
20051021,2005-10-21 00:00:00.000,2005,4,10,October,21,6,Friday,2006,2
20051022,2005-10-22 00:00:00.000,2005,4,10,October,22,7,Saturday,2006,2
20051023,2005-10-23 00:00:00.000,2005,4,10,October,23,1,Sunday,2006,2
20051024,2005-10-24 00:00:00.000,2005,4,10,October,24,2,Monday,2006,2
20051025,2005-10-25 00:00:00.000,2005,4,10,October,25,3,Tuesday,2006,2
20051026,2005-10-26 00:00:00.000,2005,4,10,October,26,4,Wednesday,2006,2
20051027,2005-10-27 00:00:00.000,2005,4,10,October,27,5,Thursday,2006,2
20051028,2005-10-28 00:00:00.000,2005,4,10,October,28,6,Friday,2006,2
20051029,2005-10-29 00:00:00.000,2005,4,10,October,29,7,Saturday,2006,2
20051030,2005-10-30 00:00:00.000,2005,4,10,October,30,1,Sunday,2006,2
20051031,2005-10-31 00:00:00.000,2005,4,10,October,31,2,Monday,2006,2
20051101,2005-11-01 00:00:00.000,2005,4,11,November,1,3,Tuesday,2006,2
20051102,2005-11-02 00:00:00.000,2005,4,11,November,2,4,Wednesday,2006,2
20051103,2005-11-03 00:00:00.000,2005,4,11,November,3,5,Thursday,2006,2
20051104,2005-11-04 00:00:00.000,2005,4,11,November,4,6,Friday,2006,2
20051105,2005-11-05 00:00:00.000,2005,4,11,November,5,7,Saturday,2006,2
20051106,2005-11-06 00:00:00.000,2005,4,11,November,6,1,Sunday,2006,2
20051107,2005-11-07 00:00:00.000,2005,4,11,November,7,2,Monday,2006,2
20051108,2005-11-08 00:00:00.000,2005,4,11,November,8,3,Tuesday,2006,2
20051109,2005-11-09 00:00:00.000,2005,4,11,November,9,4,Wednesday,2006,2
20051110,2005-11-10 00:00:00.000,2005,4,11,November,10,5,Thursday,2006,2
20051111,2005-11-11 00:00:00.000,2005,4,11,November,11,6,Friday,2006,2
20051112,2005-11-12 00:00:00.000,2005,4,11,November,12,7,Saturday,2006,2
20051113,2005-11-13 00:00:00.000,2005,4,11,November,13,1,Sunday,2006,2
20051114,2005-11-14 00:00:00.000,2005,4,11,November,14,2,Monday,2006,2
20051115,2005-11-15 00:00:00.000,2005,4,11,November,15,3,Tuesday,2006,2
20051116,2005-11-16 00:00:00.000,2005,4,11,November,16,4,Wednesday,2006,2
20051117,2005-11-17 00:00:00.000,2005,4,11,November,17,5,Thursday,2006,2
20051118,2005-11-18 00:00:00.000,2005,4,11,November,18,6,Friday,2006,2
20051119,2005-11-19 00:00:00.000,2005,4,11,November,19,7,Saturday,2006,2
20051120,2005-11-20 00:00:00.000,2005,4,11,November,20,1,Sunday,2006,2
20051121,2005-11-21 00:00:00.000,2005,4,11,November,21,2,Monday,2006,2
20051122,2005-11-22 00:00:00.000,2005,4,11,November,22,3,Tuesday,2006,2
20051123,2005-11-23 00:00:00.000,2005,4,11,November,23,4,Wednesday,2006,2
20051124,2005-11-24 00:00:00.000,2005,4,11,November,24,5,Thursday,2006,2
20051125,2005-11-25 00:00:00.000,2005,4,11,November,25,6,Friday,2006,2
20051126,2005-11-26 00:00:00.000,2005,4,11,November,26,7,Saturday,2006,2
20051127,2005-11-27 00:00:00.000,2005,4,11,November,27,1,Sunday,2006,2
20051128,2005-11-28 00:00:00.000,2005,4,11,November,28,2,Monday,2006,2
20051129,2005-11-29 00:00:00.000,2005,4,11,November,29,3,Tuesday,2006,2
20051130,2005-11-30 00:00:00.000,2005,4,11,November,30,4,Wednesday,2006,2
20051201,2005-12-01 00:00:00.000,2005,4,12,December,1,5,Thursday,2006,2
20051202,2005-12-02 00:00:00.000,2005,4,12,December,2,6,Friday,2006,2
20051203,2005-12-03 00:00:00.000,2005,4,12,December,3,7,Saturday,2006,2
20051204,2005-12-04 00:00:00.000,2005,4,12,December,4,1,Sunday,2006,2
20051205,2005-12-05 00:00:00.000,2005,4,12,December,5,2,Monday,2006,2
20051206,2005-12-06 00:00:00.000,2005,4,12,December,6,3,Tuesday,2006,2
20051207,2005-12-07 00:00:00.000,2005,4,12,December,7,4,Wednesday,2006,2
20051208,2005-12-08 00:00:00.000,2005,4,12,December,8,5,Thursday,2006,2
20051209,2005-12-09 00:00:00.000,2005,4,12,December,9,6,Friday,2006,2
20051210,2005-12-10 00:00:00.000,2005,4,12,December,10,7,Saturday,2006,2
20051211,2005-12-11 00:00:00.000,2005,4,12,December,11,1,Sunday,2006,2
20051212,2005-12-12 00:00:00.000,2005,4,12,December,12,2,Monday,2006,2
20051213,2005-12-13 00:00:00.000,2005,4,12,December,13,3,Tuesday,2006,2
20051214,2005-12-14 00:00:00.000,2005,4,12,December,14,4,Wednesday,2006,2
20051215,2005-12-15 00:00:00.000,2005,4,12,December,15,5,Thursday,2006,2
20051216,2005-12-16 00:00:00.000,2005,4,12,December,16,6,Friday,2006,2
20051217,2005-12-17 00:00:00.000,2005,4,12,December,17,7,Saturday,2006,2
20051218,2005-12-18 00:00:00.000,2005,4,12,December,18,1,Sunday,2006,2
20051219,2005-12-19 00:00:00.000,2005,4,12,December,19,2,Monday,2006,2
20051220,2005-12-20 00:00:00.000,2005,4,12,December,20,3,Tuesday,2006,2
20051221,2005-12-21 00:00:00.000,2005,4,12,December,21,4,Wednesday,2006,2
20051222,2005-12-22 00:00:00.000,2005,4,12,December,22,5,Thursday,2006,2
20051223,2005-12-23 00:00:00.000,2005,4,12,December,23,6,Friday,2006,2
20051224,2005-12-24 00:00:00.000,2005,4,12,December,24,7,Saturday,2006,2
20051225,2005-12-25 00:00:00.000,2005,4,12,December,25,1,Sunday,2006,2
20051226,2005-12-26 00:00:00.000,2005,4,12,December,26,2,Monday,2006,2
20051227,2005-12-27 00:00:00.000,2005,4,12,December,27,3,Tuesday,2006,2
20051228,2005-12-28 00:00:00.000,2005,4,12,December,28,4,Wednesday,2006,2
20051229,2005-12-29 00:00:00.000,2005,4,12,December,29,5,Thursday,2006,2
20051230,2005-12-30 00:00:00.000,2005,4,12,December,30,6,Friday,2006,2
20051231,2005-12-31 00:00:00.000,2005,4,12,December,31,7,Saturday,2006,2
20060101,2006-01-01 00:00:00.000,2006,1,1,January,1,1,Sunday,2006,3
20060102,2006-01-02 00:00:00.000,2006,1,1,January,2,2,Monday,2006,3
20060103,2006-01-03 00:00:00.000,2006,1,1,January,3,3,Tuesday,2006,3
20060104,2006-01-04 00:00:00.000,2006,1,1,January,4,4,Wednesday,2006,3
20060105,2006-01-05 00:00:00.000,2006,1,1,January,5,5,Thursday,2006,3
20060106,2006-01-06 00:00:00.000,2006,1,1,January,6,6,Friday,2006,3
20060107,2006-01-07 00:00:00.000,2006,1,1,January,7,7,Saturday,2006,3
20060108,2006-01-08 00:00:00.000,2006,1,1,January,8,1,Sunday,2006,3
20060109,2006-01-09 00:00:00.000,2006,1,1,January,9,2,Monday,2006,3
20060110,2006-01-10 00:00:00.000,2006,1,1,January,10,3,Tuesday,2006,3
20060111,2006-01-11 00:00:00.000,2006,1,1,January,11,4,Wednesday,2006,3
20060112,2006-01-12 00:00:00.000,2006,1,1,January,12,5,Thursday,2006,3
20060114,2006-01-14 00:00:00.000,2006,1,1,January,14,7,Saturday,2006,3
20060115,2006-01-15 00:00:00.000,2006,1,1,January,15,1,Sunday,2006,3
20060116,2006-01-16 00:00:00.000,2006,1,1,January,16,2,Monday,2006,3
20060117,2006-01-17 00:00:00.000,2006,1,1,January,17,3,Tuesday,2006,3
20060118,2006-01-18 00:00:00.000,2006,1,1,January,18,4,Wednesday,2006,3
20060119,2006-01-19 00:00:00.000,2006,1,1,January,19,5,Thursday,2006,3
20060120,2006-01-20 00:00:00.000,2006,1,1,January,20,6,Friday,2006,3
20060121,2006-01-21 00:00:00.000,2006,1,1,January,21,7,Saturday,2006,3
20060122,2006-01-22 00:00:00.000,2006,1,1,January,22,1,Sunday,2006,3
20060123,2006-01-23 00:00:00.000,2006,1,1,January,23,2,Monday,2006,3
20060124,2006-01-24 00:00:00.000,2006,1,1,January,24,3,Tuesday,2006,3
20060125,2006-01-25 00:00:00.000,2006,1,1,January,25,4,Wednesday,2006,3
20060126,2006-01-26 00:00:00.000,2006,1,1,January,26,5,Thursday,2006,3
20060127,2006-01-27 00:00:00.000,2006,1,1,January,27,6,Friday,2006,3
20060128,2006-01-28 00:00:00.000,2006,1,1,January,28,7,Saturday,2006,3
20060129,2006-01-29 00:00:00.000,2006,1,1,January,29,1,Sunday,2006,3
20060130,2006-01-30 00:00:00.000,2006,1,1,January,30,2,Monday,2006,3
20060131,2006-01-31 00:00:00.000,2006,1,1,January,31,3,Tuesday,2006,3
20060201,2006-02-01 00:00:00.000,2006,1,2,February,1,4,Wednesday,2006,3
20060202,2006-02-02 00:00:00.000,2006,1,2,February,2,5,Thursday,2006,3
20060203,2006-02-03 00:00:00.000,2006,1,2,February,3,6,Friday,2006,3
20060204,2006-02-04 00:00:00.000,2006,1,2,February,4,7,Saturday,2006,3
20060205,2006-02-05 00:00:00.000,2006,1,2,February,5,1,Sunday,2006,3
20060206,2006-02-06 00:00:00.000,2006,1,2,February,6,2,Monday,2006,3
20060207,2006-02-07 00:00:00.000,2006,1,2,February,7,3,Tuesday,2006,3
20060208,2006-02-08 00:00:00.000,2006,1,2,February,8,4,Wednesday,2006,3
20060209,2006-02-09 00:00:00.000,2006,1,2,February,9,5,Thursday,2006,3
20060210,2006-02-10 00:00:00.000,2006,1,2,February,10,6,Friday,2006,3
20060211,2006-02-11 00:00:00.000,2006,1,2,February,11,7,Saturday,2006,3
20060212,2006-02-12 00:00:00.000,2006,1,2,February,12,1,Sunday,2006,3
20060213,2006-02-13 00:00:00.000,2006,1,2,February,13,2,Monday,2006,3
20060214,2006-02-14 00:00:00.000,2006,1,2,February,14,3,Tuesday,2006,3
20060215,2006-02-15 00:00:00.000,2006,1,2,February,15,4,Wednesday,2006,3
20060216,2006-02-16 00:00:00.000,2006,1,2,February,16,5,Thursday,2006,3
20060217,2006-02-17 00:00:00.000,2006,1,2,February,17,6,Friday,2006,3
20060218,2006-02-18 00:00:00.000,2006,1,2,February,18,7,Saturday,2006,3
20060219,2006-02-19 00:00:00.000,2006,1,2,February,19,1,Sunday,2006,3
20060220,2006-02-20 00:00:00.000,2006,1,2,February,20,2,Monday,2006,3
20060221,2006-02-21 00:00:00.000,2006,1,2,February,21,3,Tuesday,2006,3
20060222,2006-02-22 00:00:00.000,2006,1,2,February,22,4,Wednesday,2006,3
20060223,2006-02-23 00:00:00.000,2006,1,2,February,23,5,Thursday,2006,3
20060224,2006-02-24 00:00:00.000,2006,1,2,February,24,6,Friday,2006,3
20060225,2006-02-25 00:00:00.000,2006,1,2,February,25,7,Saturday,2006,3
20060226,2006-02-26 00:00:00.000,2006,1,2,February,26,1,Sunday,2006,3
20060227,2006-02-27 00:00:00.000,2006,1,2,February,27,2,Monday,2006,3
20060228,2006-02-28 00:00:00.000,2006,1,2,February,28,3,Tuesday,2006,3
20060301,2006-03-01 00:00:00.000,2006,1,3,March,1,4,Wednesday,2006,3
20060302,2006-03-02 00:00:00.000,2006,1,3,March,2,5,Thursday,2006,3
20060303,2006-03-03 00:00:00.000,2006,1,3,March,3,6,Friday,2006,3
20060304,2006-03-04 00:00:00.000,2006,1,3,March,4,7,Saturday,2006,3
20060305,2006-03-05 00:00:00.000,2006,1,3,March,5,1,Sunday,2006,3
20060306,2006-03-06 00:00:00.000,2006,1,3,March,6,2,Monday,2006,3
20060307,2006-03-07 00:00:00.000,2006,1,3,March,7,3,Tuesday,2006,3
20060308,2006-03-08 00:00:00.000,2006,1,3,March,8,4,Wednesday,2006,3
20060309,2006-03-09 00:00:00.000,2006,1,3,March,9,5,Thursday,2006,3
20060310,2006-03-10 00:00:00.000,2006,1,3,March,10,6,Friday,2006,3
20060311,2006-03-11 00:00:00.000,2006,1,3,March,11,7,Saturday,2006,3
20060312,2006-03-12 00:00:00.000,2006,1,3,March,12,1,Sunday,2006,3
20060313,2006-03-13 00:00:00.000,2006,1,3,March,13,2,Monday,2006,3
20060314,2006-03-14 00:00:00.000,2006,1,3,March,14,3,Tuesday,2006,3
20060315,2006-03-15 00:00:00.000,2006,1,3,March,15,4,Wednesday,2006,3
20060316,2006-03-16 00:00:00.000,2006,1,3,March,16,5,Thursday,2006,3
20060317,2006-03-17 00:00:00.000,2006,1,3,March,17,6,Friday,2006,3
20060318,2006-03-18 00:00:00.000,2006,1,3,March,18,7,Saturday,2006,3
20060319,2006-03-19 00:00:00.000,2006,1,3,March,19,1,Sunday,2006,3
20060320,2006-03-20 00:00:00.000,2006,1,3,March,20,2,Monday,2006,3
20060321,2006-03-21 00:00:00.000,2006,1,3,March,21,3,Tuesday,2006,3
20060322,2006-03-22 00:00:00.000,2006,1,3,March,22,4,Wednesday,2006,3
20060323,2006-03-23 00:00:00.000,2006,1,3,March,23,5,Thursday,2006,3
20060324,2006-03-24 00:00:00.000,2006,1,3,March,24,6,Friday,2006,3
20060325,2006-03-25 00:00:00.000,2006,1,3,March,25,7,Saturday,2006,3
20060326,2006-03-26 00:00:00.000,2006,1,3,March,26,1,Sunday,2006,3
20060327,2006-03-27 00:00:00.000,2006,1,3,March,27,2,Monday,2006,3
20060328,2006-03-28 00:00:00.000,2006,1,3,March,28,3,Tuesday,2006,3
20060329,2006-03-29 00:00:00.000,2006,1,3,March,29,4,Wednesday,2006,3
20060330,2006-03-30 00:00:00.000,2006,1,3,March,30,5,Thursday,2006,3
20060331,2006-03-31 00:00:00.000,2006,1,3,March,31,6,Friday,2006,3
20060401,2006-04-01 00:00:00.000,2006,2,4,April,1,7,Saturday,2006,4
20060402,2006-04-02 00:00:00.000,2006,2,4,April,2,1,Sunday,2006,4
20060403,2006-04-03 00:00:00.000,2006,2,4,April,3,2,Monday,2006,4
20060404,2006-04-04 00:00:00.000,2006,2,4,April,4,3,Tuesday,2006,4
20060405,2006-04-05 00:00:00.000,2006,2,4,April,5,4,Wednesday,2006,4
20060406,2006-04-06 00:00:00.000,2006,2,4,April,6,5,Thursday,2006,4
20060407,2006-04-07 00:00:00.000,2006,2,4,April,7,6,Friday,2006,4
20060408,2006-04-08 00:00:00.000,2006,2,4,April,8,7,Saturday,2006,4
20060409,2006-04-09 00:00:00.000,2006,2,4,April,9,1,Sunday,2006,4
20060410,2006-04-10 00:00:00.000,2006,2,4,April,10,2,Monday,2006,4
20060411,2006-04-11 00:00:00.000,2006,2,4,April,11,3,Tuesday,2006,4
20060412,2006-04-12 00:00:00.000,2006,2,4,April,12,4,Wednesday,2006,4
20060413,2006-04-13 00:00:00.000,2006,2,4,April,13,5,Thursday,2006,4
20060414,2006-04-14 00:00:00.000,2006,2,4,April,14,6,Friday,2006,4
20060415,2006-04-15 00:00:00.000,2006,2,4,April,15,7,Saturday,2006,4
20060416,2006-04-16 00:00:00.000,2006,2,4,April,16,1,Sunday,2006,4
20060418,2006-04-18 00:00:00.000,2006,2,4,April,18,3,Tuesday,2006,4
20060419,2006-04-19 00:00:00.000,2006,2,4,April,19,4,Wednesday,2006,4
20060420,2006-04-20 00:00:00.000,2006,2,4,April,20,5,Thursday,2006,4
20060421,2006-04-21 00:00:00.000,2006,2,4,April,21,6,Friday,2006,4
20060422,2006-04-22 00:00:00.000,2006,2,4,April,22,7,Saturday,2006,4
20060423,2006-04-23 00:00:00.000,2006,2,4,April,23,1,Sunday,2006,4
20060424,2006-04-24 00:00:00.000,2006,2,4,April,24,2,Monday,2006,4
20060425,2006-04-25 00:00:00.000,2006,2,4,April,25,3,Tuesday,2006,4
20060426,2006-04-26 00:00:00.000,2006,2,4,April,26,4,Wednesday,2006,4
20060427,2006-04-27 00:00:00.000,2006,2,4,April,27,5,Thursday,2006,4
20060428,2006-04-28 00:00:00.000,2006,2,4,April,28,6,Friday,2006,4
20060429,2006-04-29 00:00:00.000,2006,2,4,April,29,7,Saturday,2006,4
20060430,2006-04-30 00:00:00.000,2006,2,4,April,30,1,Sunday,2006,4
20060501,2006-05-01 00:00:00.000,2006,2,5,May,1,2,Monday,2006,4
20060502,2006-05-02 00:00:00.000,2006,2,5,May,2,3,Tuesday,2006,4
20060503,2006-05-03 00:00:00.000,2006,2,5,May,3,4,Wednesday,2006,4
20060504,2006-05-04 00:00:00.000,2006,2,5,May,4,5,Thursday,2006,4
20060505,2006-05-05 00:00:00.000,2006,2,5,May,5,6,Friday,2006,4
20060506,2006-05-06 00:00:00.000,2006,2,5,May,6,7,Saturday,2006,4
20060507,2006-05-07 00:00:00.000,2006,2,5,May,7,1,Sunday,2006,4
20060508,2006-05-08 00:00:00.000,2006,2,5,May,8,2,Monday,2006,4
20060509,2006-05-09 00:00:00.000,2006,2,5,May,9,3,Tuesday,2006,4
20060510,2006-05-10 00:00:00.000,2006,2,5,May,10,4,Wednesday,2006,4
20060511,2006-05-11 00:00:00.000,2006,2,5,May,11,5,Thursday,2006,4
20060512,2006-05-12 00:00:00.000,2006,2,5,May,12,6,Friday,2006,4
20060513,2006-05-13 00:00:00.000,2006,2,5,May,13,7,Saturday,2006,4
20060514,2006-05-14 00:00:00.000,2006,2,5,May,14,1,Sunday,2006,4
20060515,2006-05-15 00:00:00.000,2006,2,5,May,15,2,Monday,2006,4
20060516,2006-05-16 00:00:00.000,2006,2,5,May,16,3,Tuesday,2006,4
20060517,2006-05-17 00:00:00.000,2006,2,5,May,17,4,Wednesday,2006,4
20060518,2006-05-18 00:00:00.000,2006,2,5,May,18,5,Thursday,2006,4
20060519,2006-05-19 00:00:00.000,2006,2,5,May,19,6,Friday,2006,4
20060520,2006-05-20 00:00:00.000,2006,2,5,May,20,7,Saturday,2006,4
20060521,2006-05-21 00:00:00.000,2006,2,5,May,21,1,Sunday,2006,4
20060522,2006-05-22 00:00:00.000,2006,2,5,May,22,2,Monday,2006,4
20060523,2006-05-23 00:00:00.000,2006,2,5,May,23,3,Tuesday,2006,4
20060524,2006-05-24 00:00:00.000,2006,2,5,May,24,4,Wednesday,2006,4
20060525,2006-05-25 00:00:00.000,2006,2,5,May,25,5,Thursday,2006,4
20060526,2006-05-26 00:00:00.000,2006,2,5,May,26,6,Friday,2006,4
20060527,2006-05-27 00:00:00.000,2006,2,5,May,27,7,Saturday,2006,4
20060528,2006-05-28 00:00:00.000,2006,2,5,May,28,1,Sunday,2006,4
20060529,2006-05-29 00:00:00.000,2006,2,5,May,29,2,Monday,2006,4
20060530,2006-05-30 00:00:00.000,2006,2,5,May,30,3,Tuesday,2006,4
20060531,2006-05-31 00:00:00.000,2006,2,5,May,31,4,Wednesday,2006,4
20060601,2006-06-01 00:00:00.000,2006,2,6,June,1,5,Thursday,2006,4
20060602,2006-06-02 00:00:00.000,2006,2,6,June,2,6,Friday,2006,4
20060603,2006-06-03 00:00:00.000,2006,2,6,June,3,7,Saturday,2006,4
20060604,2006-06-04 00:00:00.000,2006,2,6,June,4,1,Sunday,2006,4
20060605,2006-06-05 00:00:00.000,2006,2,6,June,5,2,Monday,2006,4
20060606,2006-06-06 00:00:00.000,2006,2,6,June,6,3,Tuesday,2006,4
20060607,2006-06-07 00:00:00.000,2006,2,6,June,7,4,Wednesday,2006,4
20060608,2006-06-08 00:00:00.000,2006,2,6,June,8,5,Thursday,2006,4
